  1.2500e+00  3.6509e+01
  3.7500e+00  2.5948e+00
  6.2500e+00  8.7760e-01
  8.7500e+00  3.8920e-01
  1.1250e+01  2.4160e-01
  1.3750e+01  1.2560e-01
  1.6250e+01  9.3200e-02
  1.8750e+01  6.4000e-02
  2.1250e+01  4.9200e-02
  2.3750e+01  3.6000e-02
  2.6250e+01  2.8800e-02
  2.8750e+01  2.5600e-02
  3.1250e+01  1.5200e-02
  3.3750e+01  1.1600e-02
  3.6250e+01  1.0400e-02
  3.8750e+01  6.8000e-03
  4.1250e+01  1.0400e-02
  4.3750e+01  8.0000e-03
  4.6250e+01  3.2000e-03
  4.8750e+01  4.4000e-03
  5.1250e+01  6.0000e-03
  5.3750e+01  2.4000e-03
  5.6250e+01  3.2000e-03
  5.8750e+01  6.4000e-03
  6.1250e+01  5.6000e-03
  6.3750e+01  4.8000e-03
  6.6250e+01  2.0000e-03
  6.8750e+01  2.0000e-03
  7.1250e+01  3.6000e-03
  7.3750e+01  1.6000e-03
  7.6250e+01  2.0000e-03
  7.8750e+01  1.2000e-03
  8.1250e+01  2.8000e-03
  8.3750e+01  3.6000e-03
  8.6250e+01  2.8000e-03
  8.8750e+01  1.6000e-03
  9.1250e+01  1.2000e-03
  9.3750e+01  1.6000e-03
  9.6250e+01  2.8000e-03
  9.8750e+01  1.2000e-03
  1.0125e+02  1.2000e-03
  1.0375e+02  4.0000e-04
  1.0625e+02  1.2000e-03
  1.0875e+02  4.0000e-04
  1.1125e+02  1.2000e-03
  1.1375e+02  2.0000e-03
  1.1625e+02  1.6000e-03
  1.1875e+02  1.2000e-03
  1.2125e+02  1.2000e-03
  1.2375e+02  4.0000e-04
  1.2625e+02  4.0000e-04
  1.2875e+02  4.0000e-04
  1.3125e+02  1.2000e-03
  1.3375e+02  0.0000e+00
  1.3625e+02  0.0000e+00
  1.3875e+02  0.0000e+00
  1.4125e+02  8.0000e-04
  1.4375e+02  2.8000e-03
  1.4625e+02  0.0000e+00
  1.4875e+02  4.0000e-04
  1.5125e+02  8.0000e-04
  1.5375e+02  1.6000e-03
  1.5625e+02  4.0000e-04
  1.5875e+02  8.0000e-04
  1.6125e+02  8.0000e-04
  1.6375e+02  0.0000e+00
  1.6625e+02  4.0000e-04
  1.6875e+02  4.0000e-04
  1.7125e+02  8.0000e-04
  1.7375e+02  1.2000e-03
  1.7625e+02  4.0000e-04
  1.7875e+02  0.0000e+00
  1.8125e+02  4.0000e-04
  1.8375e+02  8.0000e-04
  1.8625e+02  4.0000e-04
  1.8875e+02  1.2000e-03
  1.9125e+02  4.0000e-04
  1.9375e+02  4.0000e-04
  1.9625e+02  0.0000e+00
  1.9875e+02  4.0000e-04
  2.0125e+02  0.0000e+00
  2.0375e+02  4.0000e-04
  2.0625e+02  4.0000e-04
  2.0875e+02  4.0000e-04
  2.1125e+02  4.0000e-04
  2.1375e+02  0.0000e+00
  2.1625e+02  4.0000e-04
  2.1875e+02  0.0000e+00
  2.2125e+02  0.0000e+00
  2.2375e+02  0.0000e+00
  2.2625e+02  4.0000e-04
  2.2875e+02  0.0000e+00
  2.3125e+02  4.0000e-04
  2.3375e+02  0.0000e+00
  2.3625e+02  8.0000e-04
  2.3875e+02  0.0000e+00
  2.4125e+02  4.0000e-04
  2.4375e+02  4.0000e-04
  2.4625e+02  0.0000e+00
  2.4875e+02  0.0000e+00
